tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
candidate,2459219.995187,3.7576217,4.483,7680.0,16.0563,933.592,1539.0,13.3318,716.889,5605.0,3.88,1.89
candidate,2460042.218733,4.3217658,5.515,2640.0,12.7289,977.267,1557.0,13.425,1272.53,5139.0,4.33,2.5
candidate,2459251.646067,4.0646554,2.813,7700.0,8.30577,314.34,1173.0,13.4177,587.395,5647.0,4.5,0.93
non-candidate,2459209.022223,3.0071496,4.461,3310.0,8.05598,1939.81,1848.0,13.0632,766.071,5906.0,4.14,1.45
candidate,2459168.429762,11.4707838,3.698,1575.0,1.86599,30.2417,653.0,10.5012,74.3761,4140.0,4.46332,0.73
candidate,2459547.210084,2.3341583,3.553,10070.0,20.0937,3201.05,2095.0,12.273,832.581,6901.0,4.04,1.93
candidate,2458515.618118,3.7482756,4.989,5010.0,14.0065,2004.64,1864.0,12.7587,1148.8,6425.0,3.94,2.02
candidate,2459213.998862,7.1185659,1.734,3920.0,12.5411,52.4926,749.0,12.3337,777.673,5945.0,3.92,1.9
candidate,2459227.071677,0.3559702,0.523,2320.0,6.23347,2541.08,1977.0,13.2886,618.274,5562.0,4.36,1.08
candidate,2459222.329758,4.7654865,4.43,6120.0,14.441,806.142,1484.0,13.0577,809.18,6151.0,3.97,1.85
candidate,2459225.009211,3.6337247,1.763,15330.0,11.4562,122.862,927.0,13.4809,517.465,5325.0,4.51,0.88
candidate,2459189.97794,4.808498,1.405,11010.0,15.0839,67.1926,797.0,11.916,350.343,5449.5,4.13,1.38
candidate,2459225.127962,4.2380604,3.385,13070.0,13.0206,463.485,1292.0,13.194,642.911,5798.0,4.35,1.13
candidate,2459221.167853,3.994474,4.436,14090.0,18.9963,896.598,1524.0,12.8054,836.501,5931.0,4.06,1.61
candidate,2459227.328418,1.4367914,2.178,23180.0,16.9266,1530.88,1742.0,13.1811,651.979,5873.0,4.4,1.07
candidate,2458383.488609,10.1843061,1.7293131,839.9896915,2.4497061,59.457971,708.2266596,9.9955,99.66,5454.0,4.59104,0.782681
candidate,2459218.177975,7.7538288,3.454,6560.0,9.7807,127.967,937.0,12.18,386.71,5504.0,4.33,1.17
candidate,2459221.426139,5.4139736,2.952,8400.0,15.5249,179.736,1020.0,13.4242,365.008,5425.0,4.33,1.71
candidate,2459195.405441,3.5266608,2.105,1320.0,5.79479,312.309,1171.0,11.526,441.989,5668.0,4.35,1.58
candidate,2459227.308665,1.962292,2.935,20910.0,17.4523,2085.59,1882.0,12.0753,494.818,6384.0,4.41,1.16
candidate,2459991.190122,4.8033954,0.9062451,867.1363349,4.4901713,760.1635216,1339.2032846,8.9118,129.525,5913.9,4.12,1.50621
non-candidate,2459990.141393,12.4498835,5.45,1827.0,20.0559,5588.85,2408.0,10.1015,571.204,8469.0,3.96,2.51
candidate,2459298.619279,11.4045112,3.947,760.0,4.0961,161.074,992.0,10.0524,240.359,6334.6,4.2,1.47
candidate,2460009.04565,3.9919157,2.938,535.0,2.45988,424.412,1264.0,9.6854,130.409,5645.0,4.32,1.14
candidate,2460000.058846,9.4453763,2.659,863.0,1.77547,33.3967,669.0,9.9139,64.4886,4853.0,4.69,0.66
candidate,2459989.98865,3.1660849,2.6922287,5175.0320686,10.333405,916.3847298,1403.2634402,10.9095,308.013,6225.0,4.33,1.3377
candidate,2458381.883169,5.5765364,2.3140477,642.4206976,4.5613031,661.1949258,1293.3084871,10.5041,283.856,6002.18,4.12354,1.52031
candidate,2460024.286607,8.4035706,3.906,490.0,2.0563,218.228,1070.0,9.0397,99.5473,5910.0,4.42,1.05
non-candidate,2459302.160259,5.5553784,2.256,1050.0,13.2411,564.535,1357.0,10.7217,940.002,8058.0,3.57,3.79
non-candidate,2459302.065555,3.0750728,2.219,510.0,3.62818,948.001,1545.0,9.6913,241.582,6888.0,4.25,1.52
candidate,2459965.212727,4.5654898,2.3029332,8572.2024128,14.6507235,2421.8674124,1789.4071434,12.4783,854.236,9162.0,4.51,1.39742
candidate,2459964.94392,5.479335,4.7009896,9196.3437964,15.1849562,915.6728921,1402.9908508,11.1664,427.312,6332.7,4.2,1.5307699
candidate,2459220.937894,3.4044402,1.895,7190.0,15.4118,278.231,1137.0,13.2181,1028.76,6097.0,4.01,1.75
non-candidate,2459964.260816,3.059168,4.992,7610.0,13.504,6509.45,2502.0,13.2864,494.985,5657.0,4.37,1.08
candidate,2459247.298936,6.2804387,3.263,10240.0,9.96788,218.419,1071.0,12.1234,331.16,5900.0,4.48,0.98
candidate,2459245.632019,4.0397189,3.655,15110.0,14.2282,876.846,1515.0,11.3944,312.674,5758.5,4.27,1.14
candidate,2460236.732778,4.3905983,2.3792658,8720.9304105,25.8544805,1634.3910274,1621.6560323,11.6805,655.523,5796.0,4.12,1.96701
candidate,2460129.286313,56.0045056,10.4337079,767.9192527,4.6074444,29.9535327,596.6666471,8.9387,139.611,6321.0,4.22436,1.41189
non-candidate,2459044.82593,31.32312,1.541,385.0,2.00987,15.1394,549.0,8.9387,139.611,6321.0,4.22436,1.41
candidate,2458355.648726,84.2607645,10.925059,440.1660616,3.4359102,17.3744666,520.7120401,8.9387,139.611,6321.0,4.22436,1.41189
candidate,2460176.09556,22.8909855,2.465657,253.4100012,2.5594629,98.7475477,803.9912632,8.9387,139.611,6321.0,4.22436,1.41189
candidate,2459970.526577,13.3454771,3.135485,24630.385709,12.027246,34.90087,619.9102437,13.2795,374.417,5448.0,4.7,0.720183
candidate,2459251.944079,0.2856701,0.297,1990.0,13.6948,1011.6,1571.0,12.9152,907.894,5606.0,3.81,2.04
candidate,2459248.445126,2.8798613,4.111,4820.0,11.5292,2026.22,1869.0,12.8504,898.797,6086.0,4.04,1.69
candidate,2459244.237438,4.7962078,3.328,21130.0,10.544,1796.66,1813.0,12.1195,1106.49,8083.5,4.33,1.23434
candidate,2459963.59828,2.2087864,4.045,4710.0,13.7924,11768.7,2901.0,13.0931,732.634,5827.0,4.23,1.3
candidate,2459245.075624,5.9492615,4.304,7490.0,11.6197,452.584,1284.0,13.0215,747.884,6041.0,4.22,1.36
candidate,2459224.572139,1.9275568,2.621,39070.0,10.544,6683.74,2518.0,12.8565,936.741,9168.0,4.33,1.23434
candidate,2459572.199906,5.3393042,2.965,2610.0,7.70059,280.204,1139.0,11.1865,382.261,5857.2,3.94,1.49
non-candidate,2459990.605838,4.6141256,1.566,4920.0,10.7957,167.033,1001.0,12.9858,844.26,6888.0,4.37,1.33
non-candidate,2459963.68315,1.1468708,1.3965477,2762.6275979,11.7343018,12604.1379184,2702.390069,11.6079,721.776,6755.0,4.0,1.99145
candidate,2460165.693367,17.6174652,3.615,722.0,2.01411,23.0207,610.0,9.6768,82.7013,5250.0,4.64176,0.81
candidate,2459251.243306,4.2555436,5.058,2410.0,8.01392,2367.92,1183.01373235,11.8365,566.013,6053.1,4.17,1.68
candidate,2459251.16632,2.6926692,3.101,4150.0,13.9087,7635.55,2604.0,12.0778,1402.73,9669.0,4.18,2.11
candidate,2459251.837973,2.6889686,2.677,10930.0,13.0858,1246.08,1655.0,12.9674,838.737,6685.0,4.4,1.25
candidate,2459967.203114,4.3897272,3.234,6550.0,10.544,363.0096249,1113.266869,13.0718,448.289,5800.55,4.33,1.23434
candidate,2459964.103479,1.8947564,2.1094288,4246.8573903,6.7240044,1112.4611509,1472.9600331,13.0718,448.289,5800.55,4.33,1.0
candidate,2459245.466695,4.6391531,3.239,14100.0,13.8244,411.734,1254.0,11.288,317.232,5928.2,4.56,1.15
non-candidate,2459252.308895,2.9646096,2.232,27860.0,15.291,241.662,1098.0,13.1057,404.202,5306.0,4.51,0.88
candidate,2459251.668032,3.2379325,3.112,8340.0,11.1634,1164.58,1627.0,11.4675,388.876,6434.3,4.46,1.19
candidate,2459963.650509,0.8602467,1.5314093,14559.4590959,10.544,3188.0516635,1916.4658605,13.5012,365.008,4841.5,4.33,1.23434
non-candidate,2459223.264644,5.4521068,4.702,8170.0,15.3694,1153.14,1623.0,12.9,821.496,5878.0,4.03,1.64
non-candidate,2459252.298703,0.879268,1.529,4550.0,11.9007,3494.7,2142.0,12.9604,888.752,6259.0,4.06,1.7
non-candidate,2460206.239013,1.3090665,2.844,209.0,0.97952,2194.21,1906.0,9.2927,52.1472,4779.8,4.57,0.78
candidate,2459212.235792,1.532427,2.351,29020.0,19.4762,1580.66,1756.0,12.9159,609.523,5957.0,4.39,1.11
candidate,2459964.500359,2.1663502,4.258,5930.0,14.4558,19658.8,3298.0,12.6313,1246.64,9394.0,4.25,1.92
candidate,2459225.449603,3.5514016,2.207,8480.0,11.8731,342.119,1198.0,12.0327,460.995,6019.0,4.29,1.26
candidate,2459224.597973,1.8882882,2.714,18080.0,17.6221,2054.63,1875.0,13.4949,960.345,6436.0,4.34,1.27
candidate,2459574.31635,3.5524144,2.784,2060.0,8.52936,1015.53,1572.0,11.5829,705.803,6843.0,4.33,1.82
non-candidate,2459223.653303,3.145502,2.411,6190.0,20.1993,707.742,1436.0,13.2863,1558.37,6397.0,3.83,2.29
candidate,2459248.642948,2.6792695,2.56,10530.0,13.9979,1189.32,1636.0,13.3693,1083.88,6718.0,4.34,1.34
candidate,2459250.187809,2.648845,2.131,16770.0,11.66,338.268,1194.0,12.2224,259.399,5329.0,4.52,0.87
non-candidate,2459964.898137,3.0244222,5.3680787,267015.5224574,10.544,596.3475879,1260.3600138,11.422,573.391,6758.0,4.19,1.23434
candidate,2459208.275086,2.9510628,3.404,9480.0,13.623,1384.06,1699.0,13.2877,982.982,6370.0,4.26,1.39
candidate,2458361.663925,32.332528,3.459632,2425.505189,3.028709,2.7564164,328.6290521,12.1677,115.801,3891.0,4.64044,0.615038
candidate,2459222.134753,6.6329154,0.598,3190.0,7.47324,6.26353,440.0,10.7599,106.964,4608.0,4.35,0.88
candidate,2459247.745314,4.8257226,4.145,7650.0,14.7924,1225.98,1648.0,13.0923,926.193,7141.0,4.2,1.66
candidate,2459253.167438,0.400777,0.886,2000.0,10.0625,3988.82,2214.0,13.3947,1232.83,5635.0,3.81,2.07
candidate,2459966.276658,3.2923881,1.427,26840.0,21.0823,211.311,1062.0,13.4546,808.212,6300.0,4.35,1.24
candidate,2459227.231333,0.9008643,1.419,2530.0,13.1071,13721.4,3015.0,12.5461,1961.51,9267.0,4.03,2.46
non-candidate,2459246.599677,3.4906402,1.586,4580.0,8.78597,202.549,1050.0,12.7325,626.536,6066.0,4.34,1.18
non-candidate,2459226.23093,0.599092,1.232,1290.0,11.5931,2400.89,1950.0,12.6989,1238.08,5220.0,4.33,3.19
candidate,2459962.905816,0.6216031,1.1570716,2344.6249758,8.6439547,26805.6102003,3263.4440702,12.4644,802.97,8038.0,4.37,1.50848
candidate,2459225.080496,2.4181961,1.814,4150.0,10.544,473.085,1299.0,13.3606,365.008,5118.6,4.33,1.23434
candidate,2459253.079498,3.9589903,3.5,13190.0,20.2505,852.08,1505.0,12.9395,1047.94,6551.0,4.1,1.73
candidate,2460186.64883,4.5117221,1.785,313.0,1.40246,86.7681,850.0,9.1059,59.2293,5245.0,4.57666,0.79
candidate,2460155.028402,39.361947,4.535,552.0,1.84555,22.4437,606.0,9.1059,59.2293,5245.0,4.57666,0.79
candidate,2459245.824803,4.1849602,2.233,27260.0,10.544,362.823,1215.0,13.4746,1267.82,5722.4,4.33,1.23434
candidate,2459967.674019,6.6269971,3.9371246,5104.9588771,11.1341925,492.5315328,1201.5124066,13.0316,819.583,5940.0,4.13,1.48946
candidate,2459243.08619,11.4874782,4.063,16360.0,15.5181,94.4317,868.0,13.0436,707.53,5958.0,4.3,1.22
non-candidate,2459253.364143,1.1894812,3.047,4130.0,9.44872,9015.13,2714.0,12.7797,890.314,6550.0,4.21,1.5
candidate,2459963.053193,0.4777885,1.039,2690.0,10.544,2766.96,2020.0,12.818,748.5,5286.9,4.33,1.23434
candidate,2459226.716429,0.451685,0.262,1660.0,9.82852,1563.98,1751.0,12.685,598.315,6353.0,4.46,1.1
candidate,2459251.0301,1.5728416,1.947,21020.0,12.7462,687.916,1426.0,13.2495,456.797,5288.0,4.52,0.87
candidate,2459965.827646,5.6392638,4.436,7320.0,14.2003,486.031,1308.0,13.4861,1086.1,5904.0,4.03,1.65
candidate,2459222.277749,9.3803217,4.508,8600.0,12.1477,246.563,1103.0,12.9702,680.951,5817.0,4.25,1.27
candidate,2459249.109041,1.7198076,1.861,10890.0,10.544,4161.67,2237.0,12.9451,2887.19,8531.0,4.33,1.23434
candidate,2459089.65573,3.7815683,2.0137346,15002.1659627,17.6651495,601.5371996,1263.093127,12.3611,486.856,5807.0,4.32,1.17009
candidate,2459577.909729,5.7655904,1.757,7910.0,19.7343,80.5444,834.0,12.5266,423.114,5409.0,4.33,2.0
non-candidate,2459253.168845,0.4057204,1.201,2620.0,6.83767,11661.9,2895.0,13.0777,879.564,6541.0,4.33,1.32
non-candidate,2459963.999386,5.2201338,2.584,6040.0,14.7463,2982.23,2058.0,12.8919,1142.16,11632.0,4.35,1.95
candidate,2459252.913566,1.252025,0.816,8690.0,10.544,495.784,1183.01373235,12.6587,269.192,5000.0,4.33,1.23434
non-candidate,2459963.591728,3.3004862,2.959105,2403.5706041,8.5365984,1351.1962911,1546.3199559,11.3002,398.13,6408.0,4.26,1.30784
candidate,2459245.620362,3.4142143,4.212,3400.0,15.9231,5796.83,2430.0,12.5365,1833.11,8573.0,3.9,2.72
candidate,2459248.364238,6.2996307,1.918,9530.0,9.36407,42.1658,709.0,11.7038,225.744,5137.0,4.45,0.92
candidate,2459248.400362,3.4074188,3.111,18130.0,17.1042,736.646,1451.0,13.0814,805.159,6237.0,4.33,1.24
non-candidate,2459226.726213,2.0849517,3.099,2380.0,4.65169,2731.54,2014.0,12.6063,474.693,6163.0,4.56,0.94
non-candidate,2459964.82553,2.3252878,2.277571,29370.954615,12.8754,846.6821648,1375.7827266,13.3181,602.935,5744.0,4.33,1.1
candidate,2458364.461822,711.7473963,6.7075614,1566.1541118,9.065007,2.2397282,312.0100486,8.97174,215.387,6530.0,3.96,2.02087
candidate,2459988.872071,4.7799716,4.976,5250.0,13.1891,1774.48,1808.0,13.2873,1251.5,6605.0,4.07,1.79
candidate,2459225.47669,2.9301843,4.218,6280.0,13.1989,1800.37,1814.0,13.2222,1059.52,6032.0,4.05,1.65
candidate,2459224.056067,2.0083269,4.37,1680.0,4.99539,7012.5,2549.0,13.1101,855.978,6656.0,4.37,1.28
candidate,2459249.371429,3.7064049,2.056,4710.0,10.544,1014.45,1572.0,12.3661,696.926,6016.0,4.33,1.23434
candidate,2459226.630661,2.935886,2.93,5900.0,14.3093,1215.74,1645.0,13.4518,1150.7,5896.0,3.97,1.77
candidate,2459241.058065,6.3350651,2.37,4160.0,15.3432,1093.74,1602.0,11.7507,1301.56,9608.0,4.11,2.28
candidate,2459251.740462,1.6020002,2.625,21520.0,18.6498,2118.49,1890.0,11.7858,413.673,6141.0,4.33,1.22
candidate,2459966.387883,4.9182798,3.7931445,20620.2444335,17.0084738,716.6837953,1319.6283765,13.3009,781.709,7185.0,4.52,1.1499
candidate,2459966.507331,4.218652,1.7861148,9198.260437,10.544,363.901,1183.01373235,11.1893,1658.85,9307.0,4.33,1.23434
candidate,2459325.238907,3.6579148,4.33,32300.0,10.544,869.875,1512.0,12.973,937.591,5765.0,4.33,1.23434
candidate,2458326.64586,4.088721700000001,6.463,5520.0,16.0647,363.901,1183.01373235,11.4483,454.65,5728.0,3.99,1.69
candidate,2459299.679583,3.1958886,1.548,10760.0,16.4567,495.822,1314.0,12.6223,776.868,6496.3,4.33,1.39
candidate,2460015.954935,17.3076615,4.843,8880.0,17.4207,96.7375,873.0,11.7498,627.007,6693.0,4.07,1.81
candidate,2460045.077222,14.9502738,4.464,8070.0,15.1651,135.41,950.0,13.3763,374.866,5068.0,4.58,0.79
candidate,2459295.960835,10.3629429,3.168,5880.0,7.36873,66.9029,796.0,13.296,518.198,5467.0,4.45,0.96
candidate,2459265.55968,7.4190257,2.472,11610.0,11.48,87.5704,852.0,13.0815,617.411,6004.0,4.47,1.02
candidate,2459275.535658,8.7858955,5.908,3910.0,10.3307,656.013,1409.0,13.3064,1274.13,6749.0,4.17,1.63
candidate,2460042.380749,1.3475728,1.589,2570.0,18.0939,1178.75,1632.0,12.8047,1362.17,5434.0,4.33,3.36
candidate,2459310.429548,12.0040505,3.95,6890.0,7.9538,77.3733,826.0,13.3406,583.358,5777.0,4.47,0.98
candidate,2459990.91546,3.6128161,3.7292938,9701.7379772,17.5748151,2403.2370301,1785.7427737,13.4268,1441.09,7186.0,4.18,1.71382
candidate,2459386.403025,4.0874138,2.061,7470.0,17.2785,334.64,1191.0,13.0077,983.354,5881.0,3.94,1.83
non-candidate,2459097.43463,21.05271,4.91,21440.0,36.6999,80.9224,835.0,12.9528,933.836,5736.0,3.97,1.73
candidate,2459303.692092,1.317173,2.581,14130.0,10.544,1048.64,1585.0,13.4609,1036.78,4649.5,4.33,1.23434
candidate,2459303.994531,4.6086828,4.283,13990.0,20.3715,2197.47,1907.0,11.9357,808.284,8097.0,4.26,1.72
non-candidate,2460042.800347,2.9918201,2.231,3410.0,5.2899,317.354,1175.0,12.7858,363.632,5301.0,4.5,0.89
candidate,2459964.220375,3.5947639,1.81,3070.0,5.10241,176.712,1015.0,12.7318,381.002,5594.0,4.5,0.93
candidate,2459292.3431,7.5010022,3.977,2550.0,7.05091,534.505,1339.0,12.5519,519.895,5673.0,4.21,1.31
candidate,2459998.015443,11.8790678,3.716,8580.0,10.544,61.6781,780.0,12.41,804.13,5163.2,4.33,1.23434
candidate,2459277.553272,3.7062792,3.008,13910.0,13.4147,714.906,1440.0,12.7318,591.529,6524.0,4.49,1.09
candidate,2459274.76139,3.168632,2.329,2830.0,10.544,536.503,1340.0,12.3447,931.375,6020.0,4.33,1.23434
candidate,2459275.14257,5.4631023,4.067,3070.0,5.85793,874.545,1515.0,12.6467,554.906,6788.0,4.55,1.06
candidate,2459275.206618,3.0688259,3.95,3010.0,9.43298,4260.44,2250.0,11.3289,365.008,7776.7,4.33,1.64
non-candidate,2459109.092,12.08837,3.106,5990.0,18.1866,200.957,1048.0,12.3035,551.16,5920.0,4.22,1.34
candidate,2459965.450862,3.3080662,4.0947447,11855.6066747,10.544,529.164184,1223.2560151,13.3395,842.929,4989.6,4.33,1.23434
candidate,2459963.857775,1.7701321,1.6631328,49803.4082445,10.9547,170.615878,921.774333,13.381,365.008,4430.1,4.33,0.77
candidate,2460019.659941,8.7614828,3.301,4200.0,11.807,192.233,1037.0,11.3838,557.087,6614.0,4.05,1.83
candidate,2459304.456496,7.0317936,2.962,19070.0,10.9551,33.675,671.0,13.3564,265.527,4269.0,4.48,0.78
candidate,2459964.763408,3.0515894,3.2635858,5835.5643672,15.5322188,5083.0675851,2153.5314602,13.21,1245.8,7902.0,4.14,1.94295
candidate,2459297.972286,5.1304425,2.399,7670.0,10.544,160.972,992.0,12.5254,455.243,5003.8,4.33,1.23434
candidate,2459303.128643,3.9216762,2.075,17400.0,13.1754,325.02,1182.0,13.108,588.385,6706.0,4.63,0.96
candidate,2459294.120029,7.9018734,3.18,16220.0,10.544,70.7874,808.0,13.0699,785.617,4976.0,4.33,1.23434
candidate,2459288.040612,9.5680636,3.982,9400.0,9.53977,195.344,1041.0,13.2889,632.543,6511.0,4.57,0.99
candidate,2459298.680353,4.6957057,2.633,13800.0,10.543,165.667,999.0,12.5917,332.108,5475.0,4.53,0.89
candidate,2459088.963421,10.3688702,2.4885919,15543.5949112,9.6582457,32.4178069,608.5771715,13.2806,295.784,4463.0,4.49,0.789514
candidate,2459300.972897,3.2003149,2.847,16320.0,18.204,626.171,1393.0,12.8212,728.811,6060.0,4.2,1.4
candidate,2459331.505693,3.0044799,3.19,11000.0,13.4546,1078.67,1596.0,12.8854,706.87,6302.0,4.34,1.25
candidate,2459303.736827,1.3605223,0.715,1440.0,5.14347,333.693,1190.0,11.7768,366.67,5924.0,4.35,1.15
candidate,2460015.622952,4.3226285,2.908,9090.0,12.2227,401.143,1246.0,12.8521,668.938,6153.0,4.31,1.25
candidate,2459966.861078,7.3498345,4.0296279,5726.6329422,10.9465595,450.7038757,1175.1480188,12.1466,552.876,6571.0,4.31,1.34715
candidate,2459302.564351,1.5720089,1.257,2730.0,8.25698,1224.0,1647.0,11.49,504.705,7164.0,4.28,1.51
candidate,2459303.198309,2.4249041,4.225,5630.0,13.9253,3929.91,2205.0,13.1845,1301.83,6632.0,4.01,1.92
candidate,2459304.991277,1.3868302,2.413,14190.0,14.7174,4386.75,2267.0,13.3754,890.006,7019.0,4.46,1.22
candidate,2459302.165051,2.8457134,3.189,7050.0,10.8106,1849.83,1827.0,12.9639,754.398,6910.0,4.39,1.3
candidate,2459302.03511,2.0391352,2.1,19130.0,11.8618,693.385,1429.0,13.2135,464.854,5773.0,4.55,0.89
candidate,2459109.911388,0.8054361,1.06,2980.0,8.06243,2752.55,2017.0,11.024,336.367,5905.0,4.13,1.4
candidate,2459297.414276,7.2041454,3.527,1970.0,10.8839,735.576,1450.0,11.6526,768.578,7176.0,3.91,2.34
candidate,2459996.684641,8.6681997,5.864,3880.0,11.0832,492.998,1312.0,12.1511,663.064,6133.0,4.01,1.77
candidate,2459990.683405,3.2569118,3.689,5960.0,15.9704,2431.32,1956.0,12.6396,1052.16,7320.0,4.01,2.1
non-candidate,2459989.636228,1.6363822,5.2796046,2383.8690387,10.6745489,4767.1868729,2119.2651364,12.5246,762.471,6361.0,4.09,1.6787
candidate,2459278.683684,1.1239749,1.011,2190.0,5.17993,910.705,1530.0,12.8016,466.664,6220.0,4.56,0.95
candidate,2459278.943232,5.5698287,2.234,11620.0,13.1629,113.909,910.0,13.4581,733.784,5751.6,4.28,1.22
non-candidate,2459988.479583,1.3328042,2.75,1960.0,7.33432,5718.54,2422.0,12.5961,923.797,6561.0,4.12,1.67
candidate,2459990.422761,2.0139493,1.554,5820.0,23.9926,2165.86,1900.0,13.4212,954.421,6074.0,4.11,1.56
candidate,2459272.923559,4.942456,2.504,16530.0,12.1509,139.422,957.0,11.4932,234.45,5516.0,4.49,0.92
candidate,2459273.922515,4.8306667,4.24,9790.0,14.4419,889.049,1521.0,12.6819,841.049,6567.0,4.26,1.44
candidate,2459457.973621,7.327945,2.896,13710.0,9.49027,39.3409,697.0,11.3875,127.589,4521.0,4.5,0.79
candidate,2459301.079391,4.5991516,3.113,23020.0,10.544,195.841,1042.0,13.487,1080.4,5262.9,4.33,1.23434
candidate,2459988.563332,0.7127815,1.154,26500.0,16.3576,1485.48,1729.0,12.6858,483.964,5625.4,4.33,0.98
candidate,2459303.833626,3.525723,4.582,4730.0,12.6783,1943.53,1849.0,12.9356,1025.86,6442.0,4.02,1.85
candidate,2459279.092125,0.7123317,0.752,13070.0,13.7901,456.304,1287.0,13.2005,383.85,4728.0,4.34,0.98
candidate,2459967.138723,7.7925448,2.902988,16339.5347863,25.4471346,434.0222975,1164.120025,13.3106,927.97,6307.0,4.21,1.44678
candidate,2459299.330191,3.2006677,4.195,5500.0,15.3648,3373.51,2123.0,12.9512,1152.65,7438.0,4.03,2.09
candidate,2459331.56416,4.9186433,1.849,19840.0,10.544,29.4413,648.0,12.3977,171.017,4394.0,4.56,0.72
non-candidate,2459332.080551,2.0391741,0.849,5740.0,10.544,131.518,943.0,12.5964,440.02,5371.5,4.33,1.23434
candidate,2460042.540975,2.7557652,1.889,14830.0,14.7906,420.126,1261.0,13.175,1335.32,5800.55,4.33,1.18
candidate,2459359.14632,2.8652288,1.785,14320.0,13.2096,291.711,1151.0,13.2338,645.262,5945.0,4.42,1.06
candidate,2459090.143839,3.3969441,2.4148687,10192.131158,14.4039682,840.3890897,1373.2191493,12.141,488.387,5864.0,4.26,1.27071
candidate,2459358.147763,3.2690486,3.666,6060.0,12.349,1303.81,1674.0,12.5781,773.248,6368.0,4.16,1.55
candidate,2459359.206011,3.029136,2.829,18490.0,10.544,363.901,1183.01373235,13.417,365.008,5800.55,4.33,1.23434
candidate,2459351.667704,10.7844934,2.021,13750.0,6.26037,3.24982,374.0,12.6359,88.6944,3558.0,4.73,0.51
candidate,2460042.142618,1.2926975,2.592,6460.0,10.544,363.901,1183.01373235,12.4794,1205.9,5800.55,4.33,1.23434
candidate,2459323.567576,4.8401948,3.546,26550.0,10.544,16322.4,3148.0,12.3743,1968.35,12745.0,4.33,1.23434
candidate,2459331.663991,0.5542332,1.366,4400.0,16.3177,13101.0,2980.0,13.0882,1516.96,7366.0,3.89,2.43
candidate,2459332.120551,4.127728,1.411,14790.0,11.0098,81.2443,836.0,12.445,362.235,5820.0,4.55,0.9
candidate,2460014.569549,1.5314941,2.4818244,19629.0085308,24.932622,3341.5174815,1939.1244573,13.5248,888.14,6650.0,4.38,1.27101
non-candidate,2460014.553417,1.9905105,2.62,2270.0,5.94241,8376.54,2665.0,10.6758,206.3,6211.0,4.46,1.07
non-candidate,2458593.752907,1.3550447,1.945,3710.0,10.544,67280.3,4486.0,12.3935,1001.96,14466.0,4.33,1.23434
